id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
3054903,SWEET HOME: BRIGHT AND CANAL VIEW!,3880254,Sabina,Isole,Cannaregio,45.44693,12.32719,Entire home/apt,103,3,101,2019-04-22,1.68,10,304
3065007,Venezia Lido - Seaside of Venice,15597692,Luca,Isole,Lido,45.39903,12.36023,Entire home/apt,97,3,24,2018-07-14,0.40,1,132
3076142,Ca' Vistatravi L,15112827,Marco,Isole,Castello,45.43469,12.34383,Entire home/apt,115,3,134,2019-03-22,2.25,8,246
3078146,Charming Garden cozy studio,283131,Anunxiata,Isole,Cannaregio,45.44597,12.32854,Entire home/apt,155,3,140,2019-04-30,2.33,7,341
3082139,Venetian Pleasure near Rialto Venice,15682327,Cristian,Isole,Cannaregio,45.43929,12.34086,Entire home/apt,70,2,319,2019-05-10,5.36,3,283
3086551,elegant loft between San Marco Square and Biennale,5980615,Adriana,Isole,Castello,45.43646,12.34632,Entire home/apt,120,2,97,2019-05-04,1.65,4,341
3092033,Apartment Manin,5024785,Alessandro,Isole,Santa Croce,45.43974,12.32949,Entire home/apt,130,2,95,2019-04-15,1.95,1,333
3108507,Apartment Ca' Barche,15801456,Davide,Terraferma,San Lorenzo XXV Aprile,45.48914,12.25538,Entire home/apt,67,3,222,2019-05-09,3.76,1,205
3108724,★ Double bedroom w/private bathroom,15802162,Anna,Isole,Dorsoduro,45.43377,12.32312,Private room,73,3,28,2018-04-23,0.51,2,236
3121226,Ca' dei Giugie-near Biennale free WiFi,4338442,Marina E Federico,Isole,Sant'Elena,45.42799,12.35983,Entire home/apt,75,2,273,2019-05-10,7.18,2,284
3138312,Venice bright flat,15934532,Isabella,Terraferma,La Favorita,45.52669,12.23902,Entire home/apt,50,1,112,2019-05-04,2.96,2,264
3140827,VENICE ART DESIGN ATTIC APARTMENT,2737672,Federica,Terraferma,San Lorenzo XXV Aprile,45.49449,12.23791,Entire home/apt,68,2,89,2019-04-25,1.56,4,115
3145276,Apt Stivaletto Rialto Brige,15967968,Gianluca,Isole,San Polo,45.43721,12.33403,Entire home/apt,130,3,174,2019-04-16,2.91,1,226
3152300,Venice - Part of Art Nouveau Villa ,722130,Maddalena,Isole,Lido,45.41487,12.37129,Entire home/apt,160,3,3,2018-08-24,0.07,2,5
3152680,*a private room in a Bohemiene apartment*,6072487,Silvia,Isole,Cannaregio,45.44106,12.33928,Private room,30,1,80,2019-04-25,1.33,1,0
3159593,Vacanza romantica vicinissimo alla stazione,12921233,Marina,Isole,Cannaregio,45.44318,12.33468,Entire home/apt,75,1,11,2019-04-22,1.09,2,288
3169118,Relax on a terrace with canal view! X82,15178567,Paolo,Isole,Castello,45.43616,12.33997,Entire home/apt,800,1,28,2019-05-04,0.57,30,234
3178062,• Double bedroom with private bathroom •,15802162,Anna,Isole,Dorsoduro,45.43359,12.32191,Private room,60,3,157,2019-04-25,2.81,2,160
3179942,nel cuore di venezia ottimo per la famiglia,12921233,Marina,Isole,Cannaregio,45.44268,12.33482,Entire home/apt,120,2,3,2019-04-24,0.43,2,158
3180565,Flat with canal view and courtyard,1490179,Laura,Isole,Dorsoduro,45.43429,12.31914,Entire home/apt,120,2,191,2019-04-18,3.26,12,218
3182101,Dream-Double room for 2pers. with private bathroom,16134295,Fabrizio&Alla,Terraferma,Dese,45.53234,12.3045,Private room,65,1,13,2018-10-20,0.37,2,350
3189698,Venice - Biennale - Arsenal,16169286,Roberto,Isole,Castello,45.43561,12.35808,Private room,70,1,30,2017-10-16,0.53,1,237
3190832,Modern Three Roomed Flat,16173730,Michele,Terraferma,San Lorenzo XXV Aprile,45.49386,12.24153,Entire home/apt,70,2,172,2019-04-27,2.87,1,270
3195851,Quiet and comfortable apart for 3 - X203,15178567,Paolo,Isole,Cannaregio,45.44121,12.33556,Entire home/apt,175,3,1,2018-02-20,0.07,30,245
3195989,Charming little terrace on the roof X3202,15178567,Paolo,Isole,Castello,45.43806,12.33991,Entire home/apt,190,1,4,2019-01-29,0.11,30,219
3204920,Appartamento veneziano a San Stae,15571360,Mariangela,Isole,Santa Croce,45.4413,12.32986,Entire home/apt,101,1,211,2019-04-29,3.52,1,320
3206143,Bilocale luminoso e accogliente,16244530,Antonella,Isole,Castello,45.43347,12.35795,Entire home/apt,98,2,67,2019-04-07,1.14,1,293
3214099,Venetian Duplex Apartment,15520667,Masha,Isole,Cannaregio,45.44469,12.33315,Entire home/apt,200,3,86,2019-04-22,1.47,1,240
3217451,"Sunny, wide and central apartment",2847482,Maria,Isole,Cannaregio,45.44282,12.32696,Entire home/apt,135,2,87,2019-04-27,1.52,4,283
3218849,2-ROOM APARTMENT CA' DEL SOL,15497690,Massimo,Isole,Cannaregio,45.44102,12.34131,Entire home/apt,120,3,249,2019-05-07,4.18,3,270
3221895,App. Tiziano Near St. Mark's Square,13251582,Riccardo & Chiara,Isole,Castello,45.43612,12.34991,Entire home/apt,250,2,13,2019-03-31,0.28,4,324
3228393,Ca' Fenice 1 Centralissimo,16267348,Elisabetta,Isole,San Marco,45.43318,12.33565,Entire home/apt,121,1,211,2019-05-05,3.59,5,288
3262165,Bright &comfortable in top location,8669903,Caterina,Isole,San Marco,45.43267,12.32867,Entire home/apt,160,3,97,2019-04-23,2.10,7,272
3262172,Villino with private garden in Venice Lido,8669903,Caterina,Isole,Lido,45.42068,12.37678,Entire home/apt,150,3,3,2018-07-25,0.07,7,7
3265896,Petalo charming luxury flat in Dorsoduro,1438903,Barbara,Isole,Dorsoduro,45.42967,12.32948,Entire home/apt,350,2,34,2018-11-07,0.61,26,90
3284563,Cosy Apt in the heart of Venice,6179616,Carlo,Isole,San Polo,45.43744,12.32888,Entire home/apt,195,4,64,2019-04-18,1.11,1,311
3288528,La casa delle tartarughe,14475032,Alessandra,Isole,Giudecca,45.42678,12.32441,Entire home/apt,157,4,21,2019-04-30,0.37,1,297
3295575,Casa Verde - Biennale Venice,16310422,Veronica,Isole,Sant'Elena,45.42955,12.35972,Private room,70,1,359,2019-05-01,6.04,1,264
3298802,CA' ZACCARIA - Renovated flat a 5 mins to St. Mark,10189388,Raffaella,Isole,Castello,45.43592,12.34415,Entire home/apt,199,2,7,2019-05-10,0.19,60,243
3300171,JOLIE - 3 bedded flat 5 minute walk to Rialto!,10189388,Raffaella,Isole,Cannaregio,45.44104,12.33667,Entire home/apt,99,2,5,2019-04-25,0.10,60,257
3301121,"Romantic apartment, wi-fi center Ve",10072655,Mario Apartment,Isole,Santa Croce,45.43927,12.3247,Entire home/apt,119,1,504,2019-04-27,8.43,19,125
3306429,Ca' Fenice 2,16267348,Elisabetta,Isole,San Marco,45.433,12.33385,Entire home/apt,81,1,117,2019-04-15,1.98,5,292
3307417,Charmant & Lovely... in Venedig...,16702030,Adriano,Isole,San Polo,45.43894,12.33104,Entire home/apt,95,4,51,2019-04-14,0.88,1,204
3308306,Flat a solo due minuti da San Marco,16705466,Nikos,Isole,Castello,45.4346,12.34162,Entire home/apt,100,2,158,2019-04-25,2.67,4,170
3309714,Ca' Valeria - Magic of Venice,16711666,Valeria- Daniele,Isole,San Polo,45.43702,12.33305,Entire home/apt,110,3,278,2019-05-08,4.71,1,178
3312752,Central House unique Terrace/View,1300751,Frederico,Isole,San Marco,45.4346,12.33341,Entire home/apt,190,3,12,2016-10-02,0.21,3,179
3313230,Historic 14th century Luxury Apartment,5196424,Scilla,Isole,Dorsoduro,45.43337,12.3229,Entire home/apt,280,3,65,2019-04-30,1.33,2,291
3314867,Ca San Pietro 2,16737858,Marta,Isole,Castello,45.43418,12.35986,Entire home/apt,65,3,23,2017-10-14,0.43,3,322
3314930,Appartamento con spazio esterno,16737858,Marta,Isole,Castello,45.43412,12.3597,Entire home/apt,120,3,1,2015-01-03,0.02,3,315
3323891,IL MOLINO APARTMENT (GIUDECCA),16781199,Riccardo,Isole,Giudecca,45.4274,12.31967,Entire home/apt,89,1,31,2019-02-19,0.54,1,245
3327476,Vicino a Venezia e alla natura!,16800518,Nicoletta,Terraferma,Villaggio San Marco,45.48203,12.26043,Entire home/apt,90,3,84,2019-05-10,1.46,1,267
3330235,"VENICE - CANNAREGIO ""SAN LEONARDO""",15374653,Mirella,Isole,Cannaregio,45.44483,12.32615,Entire home/apt,95,2,197,2018-11-02,3.37,1,313
3336816,Typically Venetian apartment _ Alloggio  veneziano,16846543,Silvia,Isole,Cannaregio,45.44333,12.32834,Entire home/apt,110,2,53,2019-04-25,1.09,1,289
3338215,CA' VISCONTI - Quiet place a 7 mins to Rialto,10189388,Raffaella,Isole,Cannaregio,45.44157,12.33682,Entire home/apt,171,1,3,2019-03-31,0.12,60,265
3338234,LOVELY APARTMENT IN THE HEART OF VENICE,16812151,Alessandro E Veronica,Isole,Giudecca,45.42442,12.32388,Entire home/apt,80,3,150,2018-10-28,2.54,1,187
3356877,Liberty House,16939038,Mary,Isole,Lido,45.41391,12.37057,Entire home/apt,251,3,21,2019-04-18,0.37,2,186
3356926,Luxurious Palazzo in Venice,16939330,Riccardo,Isole,San Polo,45.4381,12.33027,Entire home/apt,1200,2,1,2018-10-02,0.14,1,307
3357380,Liberty House 2nd floor,16939038,Mary,Isole,Lido,45.41351,12.37152,Entire home/apt,200,3,9,2019-05-10,0.20,2,229
3358157,Venier 2 with pretty garden and canal view,289615,Valentina,Isole,Dorsoduro,45.42993,12.3304,Entire home/apt,69,1,14,2019-03-29,0.25,76,261
3358351,Venier 3: design canal view & garden,289615,Valentina,Isole,Dorsoduro,45.4298,12.33048,Entire home/apt,90,1,73,2019-05-05,1.33,76,174
3358664,Venier 4 in Dorsoduro - canal view & garden,289615,Valentina,Isole,Dorsoduro,45.43118,12.3298,Entire home/apt,90,1,123,2019-05-02,2.17,76,150
3358802,NEW! Double room + private bathroom,16946379,Lolli,Isole,Dorsoduro,45.42929,12.32981,Private room,70,2,216,2019-04-24,3.68,2,160
3359937,The Merchant of Venice House,16948380,Savina,Isole,Castello,45.43436,12.35093,Private room,90,2,10,2018-05-01,0.18,2,351
3362532,Elegante monolocale in centro città,16826239,Laura,Isole,Cannaregio,45.44172,12.33786,Private room,75,2,46,2019-03-20,0.89,2,323
3375827,NEW!Room+bathroom in a private flat,16946379,Lolli,Isole,Dorsoduro,45.43031,12.32951,Private room,65,2,18,2014-10-05,0.31,2,9
3376807,Ca' dei Mori apartment,17026198,Sergio,Isole,Cannaregio,45.44751,12.32813,Entire home/apt,95,2,62,2019-04-14,1.13,1,298
3378789,CASA VACANZE NOEMI  NEAR  VENICE !,13832097,Melania,Terraferma,Carpenedo,45.50416,12.26439,Entire home/apt,85,3,8,2016-10-27,0.14,1,125
3381913,cozy room,3156876,Bruna,Terraferma,Marghera,45.47425,12.22554,Private room,50,2,64,2019-04-24,1.11,3,284
3382196,Nice central room,3156876,Bruna,Terraferma,Marghera,45.47287,12.22762,Private room,65,2,80,2019-04-26,1.43,3,315
3382998,Ca’ Franchi 1st Floor,17065883,Martina,Isole,Castello,45.43816,12.34291,Entire home/apt,110,3,93,2019-03-04,1.61,3,276
3383300,Ca’ Franchi 2nd Floor,17065883,Martina,Isole,Castello,45.43681,12.34206,Entire home/apt,120,3,127,2019-03-28,2.20,3,272
3394032,TWO BEDROOMS WHITE APARTMENT  PANORAMIC VIEW,12244227,Roberto,Isole,Cannaregio,45.44724,12.32901,Entire home/apt,100,2,126,2019-04-22,2.15,13,259
3407690,Zattere Canal A - The place to be!,12533143,Zattere Venice Apartments,Isole,Dorsoduro,45.42885,12.32928,Entire home/apt,147,3,3,2017-06-02,0.05,2,125
3407702,"Le Guglie LT, Rooms in Venice",2985972,Paolo,Isole,Cannaregio,45.44356,12.3245,Private room,80,2,259,2019-04-25,4.43,3,182
3409350,Residenza Venier Accademia_Large 3-bedroom apart,289615,Valentina,Isole,Dorsoduro,45.43112,12.32872,Entire home/apt,105,1,97,2019-04-11,1.83,76,165
3418865,"ROOM ON THE WATER ""TOPAZIO""",5256801,Giusy,Isole,Cannaregio,45.44485,12.33236,Private room,102,2,289,2019-04-24,4.94,4,261
3418870,ROMANTIC RUBINO ROOM WHIT PRIVATE BATHROOM,5256801,Giusy,Isole,Cannaregio,45.44462,12.33034,Private room,89,2,269,2019-04-24,4.59,4,316
3419123,Residence Vittoria -10' from Venice,14916496,Vittoria,Terraferma,Piave 1860,45.48673,12.22796,Entire home/apt,100,2,229,2019-04-23,3.94,1,202
3427877,Ca'Martina ,17966260,"Riccardo, Flavio E Michela.",Isole,Cannaregio,45.44387,12.32424,Entire home/apt,125,2,128,2019-05-10,2.32,2,296
3429872,Villetta Veneta Near Venice,17286554,Andrea,Terraferma,Carpenedo,45.50175,12.24113,Private room,50,2,289,2019-04-26,4.90,5,169
3438128,CARDUCCI HOUSE,14357135,Rent It Venice,Terraferma,San Lorenzo XXV Aprile,45.4924,12.23766,Entire home/apt,45,1,20,2019-04-10,0.35,93,103
3447247,Ampio e luminoso alle Zattere,17372862,Isabella & Andrea,Isole,Dorsoduro,45.43058,12.32254,Entire home/apt,118,3,191,2019-04-20,3.26,1,206
3452436,Cà Biennale: Breathe in the authentic Venice!,17399577,Fabrizio,Isole,Castello,45.43171,12.35481,Entire home/apt,120,2,74,2019-04-04,1.29,2,257
3461476,The Sforza House,14112084,Fabio,Isole,San Marco,45.43368,12.32829,Entire home/apt,130,3,142,2019-04-19,2.47,1,202
3471274,Triple room with terrace in Venice,616554,Lorenzo,Terraferma,Malcontenta,45.43756,12.20679,Private room,45,1,82,2019-04-25,1.40,3,356
3471907,Amazing apartment close to Zattere,12113015,Mario,Isole,Dorsoduro,45.4319,12.32405,Entire home/apt,210,3,70,2019-01-04,1.49,25,343
3481039,Walk to St. Mark's Square from an Elegant Apartment,17534457,Abaca,Isole,San Marco,45.43449,12.33986,Entire home/apt,100,3,71,2019-04-23,1.39,28,245
3492884,Private room in the heart of Venice,14143599,Casa Frutariol,Isole,Cannaregio,45.44123,12.33824,Private room,40,1,168,2019-05-03,2.85,1,6
3495320,San Marco - Venetian Apartment,2637692,Patricia G.,Isole,San Marco,45.43226,12.33023,Entire home/apt,240,1,56,2017-08-05,0.96,3,326
3509158,Colorful Family-Friendly Apartment on the Grand Canal,17668611,Francesca Maria Alagia,Isole,Cannaregio,45.44237,12.33161,Entire home/apt,250,2,280,2019-04-28,4.84,1,295
3514186,Ca' Terrazza Marcello,15112827,Marco,Isole,Castello,45.43721,12.3443,Entire home/apt,150,3,142,2018-10-28,2.48,8,238
3514340,Ca' Canale View Elia,15112827,Marco,Isole,Castello,45.43575,12.34227,Entire home/apt,150,3,144,2018-09-12,2.55,8,271
3518072,B&B Room in Venice close San Marco,17596589,Claudete & Andrea,Isole,San Marco,45.43543,12.33924,Private room,116,2,36,2017-08-28,0.62,3,24
3524290,Cozy Flat Seafront (Lido of Venice),17748280,Pietro,Isole,Lido,45.39668,12.36006,Entire home/apt,80,7,10,2018-09-08,0.18,1,0
3525266,"Enjoy Venice, the lagoon and its sea",9063169,Olimpia,Isole,Lido,45.41887,12.37873,Entire home/apt,120,3,34,2018-09-14,0.59,1,137
3527969,"VENICE CENTRE: Wi-Fi, Rialto, Air Conditioned",17762135,Edoardo,Isole,Castello,45.43783,12.34,Entire home/apt,110,2,82,2019-03-24,1.44,8,289
3530383,Junior Suite al Palazzo del Giglio,17772956,Lucia,Isole,San Marco,45.43291,12.33254,Entire home/apt,120,2,1,2015-07-29,0.02,1,0
3543279,Santa Margherita Guesthouse double2,4474459,Maria Chiara,Isole,Dorsoduro,45.43195,12.32217,Private room,80,2,3,2015-08-08,0.05,6,202
3543396,Ca' Flor pretty at Rialto Mercato,3281444,Attilio & Arelis,Isole,San Polo,45.43953,12.332,Entire home/apt,75,1,243,2019-04-21,4.13,4,297
3552694,"MODERN, CENTRAL APARTMENT",17885225,Alessandro,Isole,San Marco,45.43409,12.33285,Entire home/apt,169,2,324,2019-05-03,5.62,1,331
3553983,"Salute, Luxury House, Magic View",17804789,Marinella,Isole,Dorsoduro,45.43089,12.33508,Entire home/apt,160,2,101,2019-05-05,1.78,1,272
3559131,"Cozy apartment in Rialto market area, with terrace",17918144,Elisabetta,Isole,San Polo,45.43985,12.33306,Entire home/apt,145,3,37,2019-05-01,0.74,1,245
3568445,Ca'Letizia  - home sweet home,17966260,"Riccardo, Flavio E Michela.",Isole,Cannaregio,45.44378,12.32448,Entire home/apt,120,2,140,2019-04-22,2.49,2,263
3575716,"Elegant, in Historic Palazzo",1229136,Martina,Isole,San Marco,45.4331,12.32866,Entire home/apt,140,3,53,2019-04-26,0.94,6,228
3576296,SPLENDID STAR.....san mark's square,1784535,Monica,Isole,San Marco,45.43591,12.33922,Entire home/apt,72,2,205,2019-05-07,3.59,4,51
3589795,Venice little canal a/c wifi,18084666,Carlo Alberto,Isole,Cannaregio,45.44369,12.33506,Entire home/apt,120,2,104,2019-04-24,1.80,1,285
3592563,"Canal view, central and spacious.",5530875,Maurizio,Isole,Castello,45.43697,12.34429,Entire home/apt,98,3,178,2019-04-12,3.14,7,128
3597934,Central New Spacious Bright Apt,5530875,Maurizio,Isole,Castello,45.43827,12.34407,Entire home/apt,98,3,141,2019-03-11,2.46,7,120
3600493,"Spacious, bright, Giudecca Canal",1258980,Paolo,Isole,Giudecca,45.42506,12.32916,Entire home/apt,120,3,123,2019-05-07,2.32,1,84
3601326,Fully renewed 5 min to station & 1 min to waterbus,9852012,Paolo,Isole,Cannaregio,45.44417,12.32697,Entire home/apt,85,2,250,2019-05-04,4.30,15,308
3602636,Huge double room in Venice near train station,18151381,Fran,Isole,Santa Croce,45.43642,12.31974,Private room,40,1,68,2019-05-07,1.93,12,141
3603203,Camera,18079898,Paola,Terraferma,Piave 1860,45.48522,12.23406,Private room,50,1,0,,,1,0
3606859,Santa Margherita Guesthouse double3,4474459,Maria Chiara,Isole,Dorsoduro,45.43349,12.32345,Private room,80,2,9,2017-07-21,0.16,6,202
3618533,Santa Margherita Guesthouse single2,4474459,Maria Chiara,Isole,Dorsoduro,45.43181,12.32329,Private room,50,2,16,2018-09-15,0.29,6,219
3620105,VACANZE VENEZIA,18239069,Rossana,Terraferma,Piave 1860,45.48478,12.24132,Entire home/apt,100,2,121,2018-09-27,2.09,2,0
3630373,Home Venice Apartments - S. Marco 2,7619802,Stefania,Isole,San Marco,45.43467,12.33401,Entire home/apt,220,1,32,2019-04-01,0.62,15,129
3632876,"Lido di Venezia,""Mostra del cinema""",18313971,Beatrice,Isole,Lido,45.38921,12.35476,Entire home/apt,85,6,0,,,1,0
3634186,Home Venice Apartments - S. Samuele,7619802,Stefania,Isole,San Marco,45.43407,12.32878,Entire home/apt,250,1,38,2019-04-21,0.69,15,169
3640799,Home Venice Apartments - Penthouse,7619802,Stefania,Isole,San Marco,45.43175,12.33389,Entire home/apt,200,1,12,2019-04-01,0.24,15,167
3641725,Ca’ Franchi,17065883,Martina,Isole,Castello,45.43719,12.34081,Entire home/apt,220,2,75,2019-04-24,1.36,3,243
3648454,Santa Margherita Guesthouse single3,4474459,Maria Chiara,Isole,Dorsoduro,45.43248,12.3217,Private room,50,2,28,2017-11-18,0.48,6,219
3648689,Venezia Biennale,9593976,Paola,Isole,Castello,45.4351,12.3565,Entire home/apt,80,15,18,2019-03-25,0.32,1,269
3649205,"Charming penthouse, Canal view!",18030756,Andrea,Isole,Dorsoduro,45.43197,12.32556,Entire home/apt,190,3,4,2018-05-27,0.08,3,341
3656555,large room  to 5   people the same group,18523648,Alessandro,Terraferma,Marghera Catene,45.4781,12.20996,Private room,39,1,100,2018-10-22,1.84,3,354
3664940,San Marco flat,18582003,Elena,Isole,San Marco,45.43437,12.32972,Entire home/apt,100,3,271,2019-05-06,4.72,1,34
3669990,Audrey One Bedroom 3 Minutes Rialto,393913,Luca,Isole,San Polo,45.43836,12.33481,Entire home/apt,94,2,10,2019-04-18,0.21,9,200
3670650,"Double Room, Venice Biennale.",18629582,Luigi,Isole,Castello,45.43018,12.35665,Private room,58,3,65,2019-04-21,2.56,3,300
3671931,Tagliamento 28 your B&B inMestre Ve,18638227,Gian Paolo,Terraferma,Santa Barbara,45.48954,12.21882,Private room,58,1,101,2018-09-27,1.74,2,364
3675244,Room the historic center of Venice,18662037,Ugo,Isole,Castello,45.43723,12.34526,Private room,45,2,403,2019-04-26,6.97,3,218
3680628,Super quiet Single room in Venice -  First Room,18151381,Fran,Isole,Santa Croce,45.4385,12.32238,Private room,42,1,304,2019-05-07,5.34,12,124
3680697,Apartment Ca' Regina,13123519,Enrico,Isole,Santa Croce,45.44098,12.33056,Entire home/apt,100,2,235,2019-04-25,4.03,1,328
3682671,"CASAFURATOLA, in the heart of Venice",18723296,Mario,Isole,Santa Croce,45.43848,12.33049,Entire home/apt,130,3,102,2019-04-28,1.81,2,290
3692698,Ca' dell'Orsa,10407435,Orsetta,Isole,Castello,45.4371,12.34768,Entire home/apt,130,3,132,2019-05-05,2.33,1,168
3700166,VENEZIA LIDO mare e laguna insieme,18857807,Jacopo,Isole,Lido,45.41389,12.37168,Entire home/apt,95,2,27,2018-07-21,0.47,1,282
3707848,"Casafuratolina, in the heart of Venice.",18723296,Mario,Isole,San Polo,45.43862,12.33246,Entire home/apt,112,3,71,2019-04-26,1.26,2,293
3709382,Tilly'sHouse tra Rialto e San Marco,5990794,Francesca,Isole,San Marco,45.4374,12.33552,Entire home/apt,200,3,63,2019-05-04,1.13,1,347
3713946,Bedroom with bunk beds near Venice,616554,Lorenzo,Terraferma,Malcontenta,45.43704,12.20687,Private room,27,1,85,2018-08-10,1.49,3,346
3717084,欢迎华人预订!just 10min to venice island!,18977065,Fushun,Terraferma,Piave 1860,45.48594,12.23445,Private room,50,1,37,2019-01-10,1.15,7,360
3726455,Da Carlo a Venezia,19037111,Elżbieta,Isole,San Polo,45.4376,12.33057,Entire home/apt,130,2,261,2019-04-19,4.52,2,267
3728182,appartamento Lido centro,14040811,Adriana,Isole,Lido,45.41951,12.37525,Entire home/apt,75,1,28,2019-04-22,0.62,3,107
3733462,"Charming Apartment in Venetian Palace,Wifi,2 Rooms",2508340,Giacomo,Isole,Cannaregio,45.44501,12.33144,Entire home/apt,147,2,241,2019-05-05,4.16,17,341
3736320,Ca' ALLEGRA apartment near Rialto,18717569,Marzia,Isole,San Polo,45.43683,12.33185,Entire home/apt,90,1,168,2019-04-13,2.96,1,190
3738786,Residenza Tiziano App. Giorgia,19112973,Nicola,Isole,Cannaregio,45.4418,12.34026,Entire home/apt,135,2,16,2019-04-29,0.29,3,333
3740002,"B&B ""E"" Lido di Venezia - Stanza 1",1862349,Elide,Isole,Lido,45.41843,12.37616,Private room,74,2,187,2019-04-15,3.24,4,177
3743534,Residenza Tiziano App. Annalisa,19112973,Nicola,Isole,Cannaregio,45.44186,12.33926,Entire home/apt,120,2,14,2018-05-26,0.25,3,328
3743704,Residenza Tiziano App. Nicola,19112973,Nicola,Isole,Cannaregio,45.44171,12.33906,Entire home/apt,120,2,19,2019-05-02,0.33,3,339
3752658,Tagliamento 28 il tuo B&B a Mestre,18638227,Gian Paolo,Terraferma,Santa Barbara,45.49032,12.21718,Private room,63,1,67,2019-05-07,1.16,2,364
